"NAZWA_WOJ";"NAZWA_POW";"NAZWA_GMI";"NAZWA_MIEJSCOWOSCI";"SYM_UL";"CECHA";"NAZWA_1";"NAZWA_2";"PASUJACA_CECHA"
"MAŁOPOLSKIE";"chrzanowski";"Babice";"Babice";"61033";"";"Rondo Południowe";"";"rondo"
"MAŁOPOLSKIE";"chrzanowski";"Chrzanów";"Chrzanów";"37828";"";"Rondo Solidarności";"";"rondo"
"POMORSKIE";"bytowski";"Bytów";"Bytów";"61041";"";"Rondo Miasta Frankenberg";"";"rondo"
"POMORSKIE";"bytowski";"Bytów";"Bytów";"61048";"";"Rondo Miasta Winona";"";"rondo"
"WIELKOPOLSKIE";"gnieźnieński";"Gniezno";"Gniezno";"61088";"";"Rondo im. dr. Teodora Pozorskiego";"";"rondo"
"DOLNOŚLĄSKIE";"świdnicki";"Świebodzice";"Świebodzice";"41267";"ul.";"Droga Węglowa";"";"droga"
"POMORSKIE";"starogardzki";"Zblewo";"Zblewo";"43163";"";"Skwer im. Jana Pawła II";"";"skwer"
"ŚLĄSKIE";"Dąbrowa Górnicza";"Dąbrowa Górnicza";"Dąbrowa Górnicza";"61124";"";"Rondo Dąbrowskich Organizacji Pozarządowych";"";"rondo"
"KUJAWSKO-POMORSKIE";"nakielski";"Nakło nad Notecią";"Nakło nad Notecią";"19252";"";"Rynek";"";"rynek"
"OPOLSKIE";"namysłowski";"Namysłów";"Namysłów";"55569";"";"Skwer Wielkiej Orkiestry Świątecznej Pomocy";"";"skwer"
"MAŁOPOLSKIE";"chrzanowski";"Babice";"Wygiełzów";"61035";"";"Rondo im. Edwarda Kopcia";"";"rondo"
"WIELKOPOLSKIE";"czarnkowsko-trzcianecki";"Trzcianka";"Trzcianka";"41511";"";"Rondo Rotmistrza Witolda Pileckiego";"";"rondo"
"LUBUSKIE";"gorzowski";"Kłodawa";"Wojcieszyce";"61094";"";"Skwer Karola Parno Gierlińskiego";"";"skwer"
"POMORSKIE";"tczewski";"Tczew";"Tczew";"61070";"";"Skwer Bohaterów Szymankowa";"";"skwer"
"MAŁOPOLSKIE";"Tarnów";"Tarnów";"Tarnów";"61078";"";"Skwer Wójta Kiliana Bałkowicza";"";"skwer"
"MAZOWIECKIE";"garwoliński";"Sobolew";"Sobolew";"59568";"";"Park Sybiraków";"";"park"
"MAZOWIECKIE";"Warszawa";"Praga-Północ";"Warszawa";"61082";"";"Park Michałowski";"";"park"
"MAZOWIECKIE";"Warszawa";"Śródmieście";"Warszawa";"61081";"";"Skwer Zbigniewa Wójcika";"";"skwer"
"WARMIŃSKO-MAZURSKIE";"giżycki";"Giżycko";"Sulimy";"61169";"";"Rondo im. Zawiszy Czarnego herbu Sulima";"";"rondo"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"61174";"";"park Antoniego Kadziaka";"";"park"
"WIELKOPOLSKIE";"rawicki";"Bojanowo";"Bojanowo";"19253";"ul.";"Rynek";"";"rynek"
"MAZOWIECKIE";"przasnyski";"Przasnysz";"Przasnysz";"61184";"";"Skwer Pasjonistów Męczenników Obozu Koncentracyjnego w Działdowie";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Praga-Południe";"Warszawa";"61191";"";"Skwer Trzech Pokoleń";"";"skwer"
"MAZOWIECKIE";"warszawski zachodni";"Błonie";"Błonie";"61229";"";"Skwer im. Towarzystwa Przyjaciół Ziemi Błońskiej";"";"skwer"
"MAZOWIECKIE";"płocki";"Wyszogród";"Wyszogród";"19253";"ul.";"Rynek";"";"rynek"
"WIELKOPOLSKIE";"śremski";"Śrem";"Psarskie";"61161";"";"Rondo im. Marii Stefaniak";"";"rondo"
"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"61180";"";"Rondo Damazego Klimka";"";"rondo"
"WARMIŃSKO-MAZURSKIE";"ostródzki";"Ostróda";"Ostróda";"37828";"";"Rondo Solidarności";"";"rondo"
"PODKARPACKIE";"Rzeszów";"Rzeszów";"Rzeszów";"55956";"";"Rondo im. Honorowych Dawców Krwi";"";"rondo"
"DOLNOŚLĄSKIE";"oleśnicki";"Oleśnica";"Oleśnica";"44726";"";"Rondo Wielkiej Orkiestry Świątecznej Pomocy";"";"rondo"
"ŚLĄSKIE";"Dąbrowa Górnicza";"Dąbrowa Górnicza";"Dąbrowa Górnicza";"61123";"";"Rondo im. prof. Władysława Bartoszewskiego";"";"rondo"
"MAZOWIECKIE";"mławski";"Mława";"Mława";"61200";"";"Skwer Druha Michała Kowalewskiego";"";"skwer"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"61172";"";"skwer Romana Kużaka";"";"skwer"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"61173";"";"skwer ks. Jacka Kochańskiego";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Mokotów";"Warszawa";"61190";"";"Rondo Janusza A. Zajdla";"";"rondo"
"PODKARPACKIE";"Tarnobrzeg";"Tarnobrzeg";"Tarnobrzeg";"61186";"";"Rondo Mariana Ruzamskiego";"";"rondo"
"MAZOWIECKIE";"wołomiński";"Wołomin";"Wołomin";"61185";"skwer";"Park Wiktoryn";"";"park"
"DOLNOŚLĄSKIE";"lubiński";"Lubin";"Lubin";"61183";"";"Rondo 1000-lecia Powstania Królestwa Polskiego";"";"rondo"
"POMORSKIE";"lęborski";"Lębork";"Lębork";"61194";"";"Skwer 7 Harcerskiej Drużyny Czerwonych Beretów";"";"skwer"
"WIELKOPOLSKIE";"kaliski";"Opatówek";"Opatówek";"61218";"";"Rondo Róży Wiatrów";"";"rondo"
"DOLNOŚLĄSKIE";"kłodzki";"Nowa Ruda";"Nowa Ruda";"61227";"";"Park imienia Heleny i Władysława Grzegorczyków";"";"park"
"ŚWIĘTOKRZYSKIE";"kielecki";"Chęciny";"Chęciny";"61298";"";"Rondo im. Ryszarda Zapały";"";"rondo"
"MAŁOPOLSKIE";"Kraków";"Kraków-Śródmieście";"Kraków";"61289";"";"Park im. Wisławy Szymborskiej";"";"park"
"ZACHODNIOPOMORSKIE";"pyrzycki";"Pyrzyce";"Pyrzyce";"61300";"";"Skwer Świętego Ottona";"";"skwer"
"POMORSKIE";"Słupsk";"Słupsk";"Słupsk";"61335";"";"Rondo Urszuli Wyrwy";"";"rondo"
"KUJAWSKO-POMORSKIE";"Bydgoszcz";"Bydgoszcz";"Bydgoszcz";"61358";"";"park Dolina Pięciu Stawów";"";"park"
"WIELKOPOLSKIE";"jarociński";"Jarocin";"Jarocin";"61360";"";"Skwer Światowego Dnia Roweru";"";"skwer"
"LUBUSKIE";"żagański";"Żagań";"Żagań";"61243";"";"Skwer Czołgisty";"";"skwer"
"ZACHODNIOPOMORSKIE";"Szczecin";"Szczecin";"Szczecin";"61257";"";"rondo Parnickie";"";"rondo"
"POMORSKIE";"człuchowski";"Człuchów";"Człuchów";"61260";"";"Rondo Józefa Wojtasika";"";"rondo"
"WIELKOPOLSKIE";"gostyński";"Gostyń";"Gostyń";"61276";"";"Rondo Pożegowo";"";"rondo"
"ŚWIĘTOKRZYSKIE";"ostrowiecki";"Ostrowiec Świętokrzyski";"Ostrowiec Świętokrzyski";"48972";"pl.";"Skwer im. Honorowych Dawców Krwi";"";"skwer"
"WIELKOPOLSKIE";"złotowski";"Krajenka";"Krajenka";"49001";"";"Rondo im. Wacława Frankowskiego";"";"rondo"
"PODLASKIE";"augustowski";"Augustów";"Augustów";"49070";"";"Rondo Imienia Ofiar Obławy Augustowskiej";"";"rondo"
"LUBELSKIE";"rycki";"Ryki";"Ryki";"49078";"";"Rondo Majora Mariana Bernaciaka ""Orlika""";"";"rondo"
"WIELKOPOLSKIE";"wągrowiecki";"Wągrowiec";"Wągrowiec";"49106";"";"Rondo Rogozińskie";"";"rondo"
"MAZOWIECKIE";"wołomiński";"Zielonka";"Zielonka";"44935";"";"Rondo Bitwy Warszawskiej 1920 r.";"";"rondo"
"MAZOWIECKIE";"legionowski";"Jabłonna";"Jabłonna";"49537";"";"Skwer Sołecki";"";"skwer"
"DOLNOŚLĄSKIE";"oleśnicki";"Bierutów";"Bierutów";"49564";"";"Skwer Księdza Prałata Jana Gabora";"";"skwer"
"PODKARPACKIE";"brzozowski";"Brzozów";"Brzozów";"49571";"";"Rondo Kard. Stefana Wyszyńskiego";"";"rondo"
"DOLNOŚLĄSKIE";"głogowski";"Głogów";"Głogów";"49580";"";"Skwer Nadodrzański";"";"skwer"
"WIELKOPOLSKIE";"ostrzeszowski";"Grabów nad Prosną";"Grabów nad Prosną";"34015";"pl.";"Rynek Władysława Jagiełły";"";"rynek"
"DOLNOŚLĄSKIE";"wałbrzyski";"Jedlina-Zdrój";"Jedlina-Zdrój";"61233";"";"Rondo 300-lecia Uzdrowiska Jedlina-Zdrój";"";"rondo"
"ZACHODNIOPOMORSKIE";"policki";"Police";"Police";"49592";"";"skwer Christiana Bachmanna";"";"skwer"
"PODKARPACKIE";"Rzeszów";"Rzeszów";"Rzeszów";"49594";"";"Rondo im. Rodziny Ulmów";"";"rondo"
"DOLNOŚLĄSKIE";"Wałbrzych";"Wałbrzych";"Wałbrzych";"49667";"";"Skwer Wałbrzyskich Górników";"";"skwer"
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Rzyki";"49756";"";"Os. Hatale";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Targanice";"49780";"";"Os. Wawrzynówka";"";"os."
"MAZOWIECKIE";"mławski";"Mława";"Mława";"49746";"";"Rondo Flagi Polskiej";"";"rondo"
"ŁÓDZKIE";"Piotrków Trybunalski";"Piotrków Trybunalski";"Piotrków Trybunalski";"49692";"";"Park Śródmiejski św. Jana Pawła II";"";"park"
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Rzyki";"49766";"";"Os. Potok Kubikowski";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Rzyki";"49769";"";"Os. Sordyle";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Zagórnik";"49750";"";"Os. Górka";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Zagórnik";"49751";"";"Os. Hulakówka";"";"os."
"KUJAWSKO-POMORSKIE";"Toruń";"Toruń";"Toruń";"61111";"";"Skwer im. Oficerskiej Szkoły Artylerii";"";"skwer"
"MAZOWIECKIE";"pruszkowski";"Brwinów";"Żółwin";"61145";"";"Rondo Stanisławy Witaczek i Henryka Witaczka";"";"rondo"
"MAZOWIECKIE";"pruszkowski";"Pruszków";"Pruszków";"61162";"";"Skwer im. Bohaterów Hufca ZHP ""Zielony Dąb""";"";"skwer"
"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"61179";"";"Skwer Biskupa Chrystiana";"";"skwer"
"POMORSKIE";"gdański";"Kolbudy";"Pręgowo";"61198";"";"Rondo im. 700-lecia Pręgowa";"";"rondo"
"ŚLĄSKIE";"Częstochowa";"Częstochowa";"Częstochowa";"40042";"";"Skwer Sybiraków";"";"skwer"
"WIELKOPOLSKIE";"rawicki";"Rawicz";"Załęcze";"49615";"";"Rondo Załęcze";"";"rondo"
"MAŁOPOLSKIE";"tatrzański";"Zakopane";"Zakopane";"46627";"";"Rondo Świętego Jana Pawła II";"";"rondo"
"MAŁOPOLSKIE";"gorlicki";"Gorlice";"Stróżówka";"49636";"";"Rondo Wincentego Witosa";"";"rondo"
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Inwałd";"49742";"";"Os. Górki";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Rzyki";"49757";"";"Os. Jagódki";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Rzyki";"49759";"";"Os. Kluka";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Targanice";"49775";"";"Os. Francja";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Targanice";"49777";"";"Os. Modrzewiowe";"";"os."
"WIELKOPOLSKIE";"średzki";"Środa Wielkopolska";"Środa Wielkopolska";"49811";"";"Rondo im. Lecha Kaczyńskiego";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Praga-Południe";"Warszawa";"49827";"";"Rondo Kamili Skolimowskiej";"";"rondo"
"MAZOWIECKIE";"żyrardowski";"Radziejowice";"Radziejowice";"49847";"";"Rondo im. Jerzego Waldorffa";"";"rondo"
"MAZOWIECKIE";"Siedlce";"Siedlce";"Siedlce";"49861";"";"Skwer Wileński";"";"skwer"
"PODLASKIE";"Białystok";"Białystok";"Białystok";"49863";"";"Skwer Błogosławionej Bolesławy Lament";"";"skwer"
"LUBUSKIE";"Zielona Góra";"Zielona Góra";"Zielona Góra";"49812";"";"Rondo im. Osadników Wojskowych 1 i 2 armii WP";"";"rondo"
"WIELKOPOLSKIE";"szamotulski";"Wronki";"Wronki";"49813";"";"Rondo 56 pułku piechoty wielkopolskiej";"";"rondo"
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Inwałd";"49848";"";"Os. Wapiennik";"";"os."
"KUJAWSKO-POMORSKIE";"Toruń";"Toruń";"Toruń";"42886";"";"Rynek Staromiejski";"";"rynek"
"MAZOWIECKIE";"Warszawa";"Ursynów";"Warszawa";"49921";"";"Rondo Bratanków";"";"rondo"
"ZACHODNIOPOMORSKIE";"myśliborski";"Dębno";"Dębno";"49803";"";"Skwer Maratonu";"";"skwer"
"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"49835";"";"Rondo ks. Janusza Majewskiego";"";"rondo"
"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"49836";"";"Rondo Janusza Bucholca";"";"rondo"
"ŁÓDZKIE";"opoczyński";"Opoczno";"Opoczno";"49591";"";"Rondo imienia Żołnierzy Wyklętych";"";"rondo"
"ŚLĄSKIE";"Dąbrowa Górnicza";"Dąbrowa Górnicza";"Dąbrowa Górnicza";"49619";"";"Rondo Ks. Arcybiskupa Jana Cieplaka";"";"rondo"
"WIELKOPOLSKIE";"gnieźnieński";"Gniezno";"Gniezno";"48531";"";"Rondo im. Żołnierzy Wyklętych";"";"rondo"
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Inwałd";"49741";"";"Os. Korcza";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Inwałd";"49743";"";"Os. Kuwik";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Rzyki";"49758";"";"Os. Kierczaki";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Rzyki";"49760";"";"Os. Leśniczówka";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Targanice";"49776";"";"Os. Gierkówka";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Targanice";"49778";"";"Os. Podmiejskie";"";"os."
"KUJAWSKO-POMORSKIE";"Bydgoszcz";"Bydgoszcz";"Bydgoszcz";"49738";"";"rondo Czterech Ewangelistów";"";"rondo"
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Rzyki";"49764";"";"Os. Mydlarze";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Rzyki";"49771";"";"Os. Szczęśniaki";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Targanice";"49779";"";"Os. Świerkowe";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Zagórnik";"49752";"";"Os. Maturówka";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Inwałd";"48686";"";"Os. Parkowe";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Rzyki";"49767";"";"Os. Potrójna";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Rzyki";"49768";"";"Os. Praciaki";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Zagórnik";"49749";"";"Os. Biadasów I";"";"os."
"MAŁOPOLSKIE";"wadowicki";"Andrychów";"Zagórnik";"49786";"";"Os. Świątkówka";"";"os."
"ŚWIĘTOKRZYSKIE";"buski";"Busko-Zdrój";"Busko-Zdrój";"49526";"";"Rondo Chrztu Polski";"";"rondo"
"ŚWIĘTOKRZYSKIE";"buski";"Busko-Zdrój";"Siesławice";"49526";"";"Rondo Chrztu Polski";"";"rondo"
"ŚWIĘTOKRZYSKIE";"buski";"Busko-Zdrój";"Zbludowice";"49526";"";"Rondo Chrztu Polski";"";"rondo"
"LUBUSKIE";"żarski";"Żary";"Żary";"49815";"";"Rondo im. rotmistrza W. Pileckiego";"";"rondo"
"ŚWIĘTOKRZYSKIE";"buski";"Busko-Zdrój";"Siesławice";"48195";"";"Rondo Żołnierzy Niezłomnych";"";"rondo"
"PODLASKIE";"sokólski";"Sokółka";"Sokółka";"49808";"";"Skwer Porucznika Władysława Borysewicza";"";"skwer"
"POMORSKIE";"Gdańsk";"Gdańsk";"Gdańsk";"48359";"";"Rondo Pamięci Męczeństwa Kresowian";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Ursynów";"Warszawa";"49853";"";"Park imienia Cichociemnych Spadochroniarzy AK";"";"park"
"KUJAWSKO-POMORSKIE";"Toruń";"Toruń";"Toruń";"49905";"";"Rynek Nowomiejski";"";"rynek"
"MAZOWIECKIE";"Siedlce";"Siedlce";"Siedlce";"44096";"";"Skwer Niepodległości";"";"skwer"
"DOLNOŚLĄSKIE";"świdnicki";"Strzegom";"Strzegom";"49875";"";"Rondo 14 Strzegomskiego Pułku Radioliniowo-Kablowego";"";"rondo"
"WIELKOPOLSKIE";"Konin";"Konin";"Konin";"39827";"";"Rondo Miast Partnerskich";"";"rondo"
"MAŁOPOLSKIE";"nowosądecki";"Krynica-Zdrój";"Krynica-Zdrój";"40530";"ul.";"Park Sportowy im. dra Juliana Zawadowskiego";"";"park"
"MAŁOPOLSKIE";"tatrzański";"Zakopane";"Zakopane";"40547";"ul.";"Droga Stanisława Zubka";"";"droga"
"ŚLĄSKIE";"Piekary Śląskie";"Piekary Śląskie";"Piekary Śląskie";"43714";"";"Park im. Franciszka i Władysława Kotuchów";"";"park"
"DOLNOŚLĄSKIE";"dzierżoniowski";"Bielawa";"Bielawa";"39827";"";"Rondo Miast Partnerskich";"";"rondo"
"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Fabryczna";"Wrocław";"43730";"";"Rondo Stanisława Szomańskiego";"";"rondo"
"WARMIŃSKO-MAZURSKIE";"lidzbarski";"Orneta";"Orneta";"43786";"";"Skwer im. Księdza Kanonika Jana Szulborskiego";"";"skwer"
"WIELKOPOLSKIE";"krotoszyński";"Krotoszyn";"Krotoszyn";"43781";"";"Rondo Brummen";"";"rondo"
"WIELKOPOLSKIE";"krotoszyński";"Krotoszyn";"Krotoszyn";"43783";"";"Rondo Mejszagoła";"";"rondo"
"POMORSKIE";"bytowski";"Miastko";"Miastko";"39827";"";"Rondo Miast Partnerskich";"";"rondo"
"WARMIŃSKO-MAZURSKIE";"piski";"Pisz";"Pisz";"40641";"";"Rondo im. Zesłańców Sybiru";"";"rondo"
"POMORSKIE";"kwidzyński";"Kwidzyn";"Kwidzyn";"43841";"";"Skwer Harcerzy";"";"skwer"
"MAZOWIECKIE";"nowodworski";"Nowy Dwór Mazowiecki";"Nowy Dwór Mazowiecki";"43871";"";"Skwer NSZZ ""Solidarność""";"";"skwer"
"POMORSKIE";"Gdańsk";"Gdańsk";"Gdańsk";"46170";"";"Rondo im. Tadeusza Mazowieckiego";"";"rondo"
"PODKARPACKIE";"Tarnobrzeg";"Tarnobrzeg";"Tarnobrzeg";"41320";"";"Rondo Olgi i Andrzeja Małkowskich";"";"rondo"
"LUBELSKIE";"świdnicki";"Świdnik";"Świdnik";"49880";"";"Skwer im. prof. Zyty Gilowskiej";"";"skwer"
"ŚLĄSKIE";"Gliwice";"Gliwice";"Gliwice";"49915";"";"Rondo Pliszki";"";"rondo"
"KUJAWSKO-POMORSKIE";"Toruń";"Toruń";"Toruń";"49931";"";"rondo Armii Pomorze";"";"rondo"
"MAŁOPOLSKIE";"krakowski";"Wielka Wieś";"Będkowice";"19252";"";"Rynek";"";"rynek"
"MAZOWIECKIE";"Warszawa";"Ursynów";"Warszawa";"49922";"";"Rondo Budowniczych Ursynowa";"";"rondo"
"WIELKOPOLSKIE";"koniński";"Kleczew";"Sławoszewek";"49951";"";"Rondo św. Jana Nepomucena";"";"rondo"
"DOLNOŚLĄSKIE";"świdnicki";"Świdnica";"Świdnica";"55631";"";"Rondo im. Powstańców Warszawy 1944 roku";"";"rondo"
"MAZOWIECKIE";"wołomiński";"Marki";"Marki";"55638";"pl.";"Skwer Pamięci Narodowej";"";"skwer"
"WARMIŃSKO-MAZURSKIE";"giżycki";"Giżycko";"Giżycko";"55671";"";"Rondo Polskich Dzieci Wojny";"";"rondo"
"KUJAWSKO-POMORSKIE";"Toruń";"Toruń";"Toruń";"42981";"";"Rondo Zbigniewa Herberta";"";"rondo"
"LUBUSKIE";"gorzowski";"Kostrzyn nad Odrą";"Kostrzyn nad Odrą";"55701";"";"Rondo Woodstock";"";"rondo"
"LUBUSKIE";"gorzowski";"Kostrzyn nad Odrą";"Kostrzyn nad Odrą";"55702";"";"Rondo Twierdza";"";"rondo"
"ŚLĄSKIE";"myszkowski";"Koziegłowy";"Mzyki";"55733";"";"Rondo Św. Jana Pawła II";"";"rondo"
"ŚLĄSKIE";"myszkowski";"Koziegłowy";"Mzyki";"55734";"";"Rondo Jana Marii Vianney'a";"";"rondo"
"ŚLĄSKIE";"Gliwice";"Gliwice";"Gliwice";"49909";"";"Rondo dr. Stanisława Byliny";"";"rondo"
"ŚLĄSKIE";"Gliwice";"Gliwice";"Gliwice";"49913";"";"Rondo Alberta Einsteina";"";"rondo"
"WIELKOPOLSKIE";"krotoszyński";"Krotoszyn";"Krotoszyn";"49935";"";"Rondo Władysława Kędzierskiego";"";"rondo"
"WIELKOPOLSKIE";"gnieźnieński";"Niechanowo";"Niechanowo";"43745";"";"Rondo Powstańców Wielkopolskich";"";"rondo"
"MAZOWIECKIE";"pruszkowski";"Pruszków";"Pruszków";"61207";"";"Park Anielin";"";"park"
"ŁÓDZKIE";"zgierski";"Zgierz";"Zgierz";"61226";"";"Skwer im. Jana Niepokoja";"";"skwer"
"OPOLSKIE";"Opole";"Opole";"Opole";"41388";"pl.";"Rondo gen. Stanisława Rostworowskiego";"";"rondo"
"POMORSKIE";"starogardzki";"Starogard Gdański";"Starogard Gdański";"55777";"";"Rondo Pamięci Pomordowanych w Lesie Szpęgawskim";"";"rondo"
"MAZOWIECKIE";"piaseczyński";"Konstancin-Jeziorna";"Konstancin-Jeziorna";"41484";"";"Park Zdrojowy im. Hrabiego Witolda Skórzewskiego w Konstancinie-Jeziornie";"";"park"
"MAŁOPOLSKIE";"olkuski";"Olkusz";"Olkusz";"41534";"";"Skwer";"";"skwer"
"MAZOWIECKIE";"nowodworski";"Nowy Dwór Mazowiecki";"Nowy Dwór Mazowiecki";"55765";"";"Rondo 2. Mazowieckiego Pułku Saperów";"";"rondo"
"DOLNOŚLĄSKIE";"trzebnicki";"Trzebnica";"Trzebnica";"38341";"";"Rondo Unii Europejskiej";"";"rondo"
"MAZOWIECKIE";"ciechanowski";"Ciechanów";"Ciechanów";"54725";"";"Skwer prof. Władysława Bartoszewskiego";"";"skwer"
"WIELKOPOLSKIE";"poznański";"Luboń";"Luboń";"55740";"";"Skwer im. Nauczycieli Tajnego Nauczania";"";"skwer"
"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"55776";"";"Skwer Ernesta Prittwitza";"";"skwer"
"MAZOWIECKIE";"wołomiński";"Wołomin";"Wołomin";"55801";"";"Skwer im. Henryka Konstantego Woyciechowskiego";"";"skwer"
"KUJAWSKO-POMORSKIE";"Włocławek";"Włocławek";"Włocławek";"55837";"";"Rondo im. Bartłomieja Kołodzieja";"";"rondo"
"WARMIŃSKO-MAZURSKIE";"giżycki";"Giżycko";"Giżycko";"55835";"";"Skwer im. Żołnierzy AK i Zesłańców Sybiru";"";"skwer"
"MAZOWIECKIE";"Warszawa";"Wola";"Warszawa";"55879";"";"Skwer Bohdana Lacherta";"";"skwer"
"ŚLĄSKIE";"Rybnik";"Rybnik";"Rybnik";"55755";"";"Rondo Niedobczyce-Paryż";"";"rondo"
"ZACHODNIOPOMORSKIE";"wałecki";"Wałcz";"Wałcz";"55773";"";"Skwer im. Janusza Korczaka";"";"skwer"
"POMORSKIE";"bytowski";"Borzytuchom";"Borzytuchom";"49147";"";"Skwer im. Danuty Siedzikówny ""Inki""";"";"skwer"
"ŁÓDZKIE";"zduńskowolski";"Zduńska Wola";"Zduńska Wola";"37828";"";"Rondo Solidarności";"";"rondo"
"WARMIŃSKO-MAZURSKIE";"giżycki";"Giżycko";"Giżycko";"55836";"";"Skwer im. Premiera Tadeusza Mazowieckiego";"";"skwer"
"MAZOWIECKIE";"ciechanowski";"Ciechanów";"Ciechanów";"55843";"";"Skwer 4 czerwca 1989 roku";"";"skwer"
"DOLNOŚLĄSKIE";"dzierżoniowski";"Bielawa";"Bielawa";"46519";"";"Rondo Powstańców Warszawy";"";"rondo"
"MAZOWIECKIE";"Warszawa";"Włochy";"Warszawa";"55878";"";"Rondo Michała Scipio del Campo";"";"rondo"
"WIELKOPOLSKIE";"szamotulski";"Szamotuły";"Szamotuły";"55867";"";"Rondo Zygmunta Ciesielczyka";"";"rondo"
"OPOLSKIE";"nyski";"Głuchołazy";"Głuchołazy";"41389";"";"Skwer Kawalerów Orderu Uśmiechu";"";"skwer"
"ŚLĄSKIE";"Dąbrowa Górnicza";"Dąbrowa Górnicza";"Dąbrowa Górnicza";"31330";"";"Rondo Sybiraków";"";"rondo"
"ŚLĄSKIE";"Siemianowice Śląskie";"Siemianowice Śląskie";"Siemianowice Śląskie";"55833";"";"Skwer im. kapitana Henryka Kalemby";"";"skwer"
"ŚWIĘTOKRZYSKIE";"ostrowiecki";"Ćmielów";"Ćmielów";"55848";"";"Rondo im. ks. Juliusza Chyżewskiego";"";"rondo"
"ŚWIĘTOKRZYSKIE";"ostrowiecki";"Ćmielów";"Wólka Wojnowska";"55850";"";"Rondo im. Legionów Polskich";"";"rondo"
"ŁÓDZKIE";"Skierniewice";"Skierniewice";"Skierniewice";"55883";"";"Skwer Wacława Maurycego Gajewskiego";"";"skwer"
"MAZOWIECKIE";"płocki";"Radzanowo";"Rogozino";"55919";"";"rondo im PATRIOTÓW ZIEMI ROGOZIŃSKIEJ";"";"rondo"
"MAZOWIECKIE";"legionowski";"Legionowo";"Legionowo";"55935";"";"Rondo Rodziny Rykaczewskich";"";"rondo"
"WIELKOPOLSKIE";"poznański";"Luboń";"Luboń";"55739";"";"Skwer Pierwszych Osadników Bamberskich";"";"skwer"
"POMORSKIE";"wejherowski";"Wejherowo";"Wejherowo";"55775";"";"Rondo Jana Piepki";"";"rondo"
"MAZOWIECKIE";"białobrzeski";"Stara Błotnica";"Stara Błotnica";"55889";"";"Skwer im. Andrzeja Pałczyńskiego";"";"skwer"
"MAZOWIECKIE";"płoński";"Płońsk";"Płońsk";"46787";"";"Park Wolności";"";"park"
"ŚWIĘTOKRZYSKIE";"staszowski";"Staszów";"Staszów";"55847";"";"Rondo Elektrowni Połaniec";"";"rondo"
"DOLNOŚLĄSKIE";"świdnicki";"Świdnica";"Świdnica";"55865";"";"Rondo Andrzeja Wajdy";"";"rondo"
"ŚWIĘTOKRZYSKIE";"staszowski";"Staszów";"Oględów";"55794";"";"Rondo im. ppłk. Mieczysława Baczkowskiego";"";"rondo"
"DOLNOŚLĄSKIE";"Wałbrzych";"Wałbrzych";"Wałbrzych";"55838";"";"Skwer im. Ferdynanda Ruszczyca";"";"skwer"
