TC_ID;KATEGORIA;PRIORYTET;OPIS;REQUEST_streetName;REQUEST_buildingNumber;REQUEST_city;REQUEST_postalCode;EXPECTED_streetName;EXPECTED_buildingNumber;EXPECTED_city;EXPECTED_postalCode;EXPECTED_province;EXPECTED_district;EXPECTED_commune;EXPECTED_streetProbability;EXPECTED_cityProbability;EXPECTED_postalCodeProbability;EXPECTED_combinedProbability;UWAGI;RYZYKO_BLEDU
TC-502-1;Wieloznaczność;High;"Wieloznaczność - Tarnów: ""Kościuszki"" występuje 2 razy z różnymi cechami";pl. Kościuszki;;Tarnów;33-100;pl. Kościuszki;;Tarnów;33-100;MAŁOPOLSKIE;Tarnów;Tarnów;<0.7;<0.7;<0.7;<0.7;"W Tarnów ulica ""Kościuszki"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-502-2;Wieloznaczność;High;Wieloznaczność - Tarnów: 'kościuszki' bez cechy - wymaga wyboru;kościuszki;;Tarnów;;ul. kościuszki;;Tarnów;33-100;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-502-3;Wieloznaczność;High;Wieloznaczność - Tarnów: 'kościuszki' bez cechy, kod 33-100;kościuszki;;Tarnów;33-100;ul. kościuszki;;Tarnów;33-100;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-503;Wieloznaczność;High;"Wieloznaczność - Tarnów: ""Kościuszki"" występuje 2 razy z różnymi cechami";ul. Kościuszki;;Tarnów;33-100;ul. Kościuszki;;Tarnów;33-100;MAŁOPOLSKIE;Tarnów;Tarnów;<0.7;<0.7;<0.7;<0.7;"W Tarnów ulica ""Kościuszki"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-504-1;Wieloznaczność;High;"Wieloznaczność - Tarnów: ""Muchy"" występuje 2 razy z różnymi cechami";ul. Muchy;;Tarnów;33-100;ul. Muchy;;Tarnów;33-100;MAŁOPOLSKIE;Tarnów;Tarnów;<0.7;<0.7;<0.7;<0.7;"W Tarnów ulica ""Muchy"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-504-2;Wieloznaczność;High;Wieloznaczność - Tarnów: 'muchy' bez cechy - wymaga wyboru;muchy;;Tarnów;;ul. muchy;;Tarnów;33-100;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-504-3;Wieloznaczność;High;Wieloznaczność - Tarnów: 'muchy' bez cechy, kod 33-100;muchy;;Tarnów;33-100;ul. muchy;;Tarnów;33-100;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-505;Wieloznaczność;High;"Wieloznaczność - Tarnów: ""Muchy"" występuje 2 razy z różnymi cechami";park Muchy;;Tarnów;33-100;park Muchy;;Tarnów;33-100;MAŁOPOLSKIE;Tarnów;Tarnów;<0.7;<0.7;<0.7;<0.7;"W Tarnów ulica ""Muchy"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-506-1;Wieloznaczność;High;"Wieloznaczność - Tarnów: ""Sanguszków"" występuje 2 razy z różnymi cechami";ul. Sanguszków;;Tarnów;33-100;ul. Sanguszków;;Tarnów;33-100;MAŁOPOLSKIE;Tarnów;Tarnów;<0.7;<0.7;<0.7;<0.7;"W Tarnów ulica ""Sanguszków"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-506-2;Wieloznaczność;High;Wieloznaczność - Tarnów: 'sanguszków' bez cechy - wymaga wyboru;sanguszków;;Tarnów;;ul. sanguszków;;Tarnów;33-100;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-506-3;Wieloznaczność;High;Wieloznaczność - Tarnów: 'sanguszków' bez cechy, kod 33-100;sanguszków;;Tarnów;33-100;ul. sanguszków;;Tarnów;33-100;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-507;Wieloznaczność;High;"Wieloznaczność - Tarnów: ""Sanguszków"" występuje 2 razy z różnymi cechami";park Sanguszków;;Tarnów;33-100;park Sanguszków;;Tarnów;33-100;MAŁOPOLSKIE;Tarnów;Tarnów;<0.7;<0.7;<0.7;<0.7;"W Tarnów ulica ""Sanguszków"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-508-1;Wieloznaczność;High;"Wieloznaczność - Tarnów: ""Sienkiewicza"" występuje 2 razy z różnymi cechami";pl. Sienkiewicza;;Tarnów;33-100;pl. Sienkiewicza;;Tarnów;33-100;MAŁOPOLSKIE;Tarnów;Tarnów;<0.7;<0.7;<0.7;<0.7;"W Tarnów ulica ""Sienkiewicza"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-508-2;Wieloznaczność;High;Wieloznaczność - Tarnów: 'sienkiewicza' bez cechy - wymaga wyboru;sienkiewicza;;Tarnów;;ul. sienkiewicza;;Tarnów;33-100;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-508-3;Wieloznaczność;High;Wieloznaczność - Tarnów: 'sienkiewicza' bez cechy, kod 33-100;sienkiewicza;;Tarnów;33-100;ul. sienkiewicza;;Tarnów;33-100;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-509;Wieloznaczność;High;"Wieloznaczność - Tarnów: ""Sienkiewicza"" występuje 2 razy z różnymi cechami";ul. Sienkiewicza;;Tarnów;33-100;ul. Sienkiewicza;;Tarnów;33-100;MAŁOPOLSKIE;Tarnów;Tarnów;<0.7;<0.7;<0.7;<0.7;"W Tarnów ulica ""Sienkiewicza"" występuje 2 razy z różnymi cechami - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli nie ma dodatkowych danych
TC-510-1;Wieloznaczność;High;"Wieloznaczność rondo vs ul. - Biała Podlaska: ""Dmowskiego""";ul. Dmowskiego;;Biała Podlaska;21-500;rondo Dmowskiego;;Biała Podlaska;21-500;LUBELSKIE;Biała Podlaska;Biała Podlaska;<0.7;<0.7;<0.7;<0.7;"W Biała Podlaska ""Dmowskiego"" występuje jako ""rondo"" i ""ul."" - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do rondo
TC-510-2;Wieloznaczność;High;"Wieloznaczność rondo vs ul. - Biała Podlaska: ""Dmowskiego""";ul. Dmowskiego;;Biała Podlaska;21-500;rondo Dmowskiego;;Biała Podlaska;21-500;LUBELSKIE;Biała Podlaska;Biała Podlaska;<0.7;<0.7;<0.7;<0.7;"W Biała Podlaska ""Dmowskiego"" występuje jako ""rondo"" i ""ul."" - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do rondo
TC-511-1;Wieloznaczność;High;"Wieloznaczność rondo vs ul. - Lublin: ""Dmowskiego""";ul. Dmowskiego;;Lublin;20-538;rondo Dmowskiego;;Lublin;20-538;LUBELSKIE;Lublin;Lublin;<0.7;<0.7;<0.7;<0.7;"W Lublin ""Dmowskiego"" występuje jako ""rondo"" i ""ul."" - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do rondo
TC-511-2;Wieloznaczność;High;"Wieloznaczność rondo vs ul. - Lublin: ""Dmowskiego""";ul. Dmowskiego;;Lublin;20-538;rondo Dmowskiego;;Lublin;20-538;LUBELSKIE;Lublin;Lublin;<0.7;<0.7;<0.7;<0.7;"W Lublin ""Dmowskiego"" występuje jako ""rondo"" i ""ul."" - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do rondo
TC-511-3;Wieloznaczność;High;Wieloznaczność - Lublin: 'dmowskiego' bez cechy - wymaga wyboru;dmowskiego;;Lublin;;ul. dmowskiego;;Lublin;20-538;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do rondo
TC-511-4;Wieloznaczność;High;Wieloznaczność - Lublin: 'dmowskiego' bez cechy, kod 20-538;dmowskiego;;Lublin;20-538;ul. dmowskiego;;Lublin;20-538;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do rondo
TC-511-5;Wieloznaczność;High;Wieloznaczność - Lublin: 'dmowskiego' bez cechy, kod 00-001;dmowskiego;;Lublin;00-001;ul. dmowskiego;;Lublin;20-538;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do rondo
TC-512-1;Wieloznaczność;High;"Wieloznaczność rondo vs ul. - Lublin: ""Pileckiego""";ul. Pileckiego;;Lublin;20-538;rondo Pileckiego;;Lublin;20-538;LUBELSKIE;Lublin;Lublin;<0.7;<0.7;<0.7;<0.7;"W Lublin ""Pileckiego"" występuje jako ""rondo"" i ""ul."" - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do rondo
TC-512-2;Wieloznaczność;High;"Wieloznaczność rondo vs ul. - Lublin: ""Pileckiego""";ul. Pileckiego;;Lublin;20-538;rondo Pileckiego;;Lublin;20-538;LUBELSKIE;Lublin;Lublin;<0.7;<0.7;<0.7;<0.7;"W Lublin ""Pileckiego"" występuje jako ""rondo"" i ""ul."" - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do rondo
TC-513-1;Wieloznaczność;High;"Wieloznaczność rondo vs ul. - Tomaszów Mazowiecki: ""Tuwima""";ul. Tuwima;;Tomaszów Mazowiecki;97-200;rondo Tuwima;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;"W Tomaszów Mazowiecki ""Tuwima"" występuje jako ""rondo"" i ""ul."" - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do rondo
TC-513-2;Wieloznaczność;High;"Wieloznaczność rondo vs ul. - Tomaszów Mazowiecki: ""Tuwima""";ul. Tuwima;;Tomaszów Mazowiecki;97-200;rondo Tuwima;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;"W Tomaszów Mazowiecki ""Tuwima"" występuje jako ""rondo"" i ""ul."" - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do rondo
TC-513-3;Wieloznaczność;High;Wieloznaczność - Tomaszów Mazowiecki: 'tuwima' bez cechy - wymaga wyboru;tuwima;;Tomaszów Mazowiecki;;ul. tuwima;;Tomaszów Mazowiecki;97-200;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do rondo
TC-513-4;Wieloznaczność;High;Wieloznaczność - Tomaszów Mazowiecki: 'tuwima' bez cechy, kod 97-200;tuwima;;Tomaszów Mazowiecki;97-200;ul. tuwima;;Tomaszów Mazowiecki;97-200;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do rondo
TC-513-5;Wieloznaczność;High;Wieloznaczność - Tomaszów Mazowiecki: 'tuwima' bez cechy, kod 00-200;tuwima;;Tomaszów Mazowiecki;00-200;ul. tuwima;;Tomaszów Mazowiecki;97-200;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do rondo
TC-514-1;Wieloznaczność;High;"Wieloznaczność rondo vs ul. - Gorzów Wielkopolski: ""Grobla""";ul. Grobla;;Gorzów Wielkopolski;66-400;rondo Grobla;;Gorzów Wielkopolski;66-400;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.7;<0.7;<0.7;<0.7;"W Gorzów Wielkopolski ""Grobla"" występuje jako ""rondo"" i ""ul."" - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do rondo
TC-514-2;Wieloznaczność;High;"Wieloznaczność rondo vs ul. - Gorzów Wielkopolski: ""Grobla""";ul. Grobla;;Gorzów Wielkopolski;66-400;rondo Grobla;;Gorzów Wielkopolski;66-400;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;<0.7;<0.7;<0.7;<0.7;"W Gorzów Wielkopolski ""Grobla"" występuje jako ""rondo"" i ""ul."" - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do rondo
TC-515-1;Wieloznaczność;High;"Wieloznaczność os. vs ul. - Tomaszów Mazowiecki: ""Górna""";ul. Górna;;Tomaszów Mazowiecki;97-200;os. Górna;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;"W Tomaszów Mazowiecki ""Górna"" występuje jako ""os."" i ""ul."" - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-515-2;Wieloznaczność;High;"Wieloznaczność os. vs ul. - Tomaszów Mazowiecki: ""Górna""";ul. Górna;;Tomaszów Mazowiecki;97-200;os. Górna;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;"W Tomaszów Mazowiecki ""Górna"" występuje jako ""os."" i ""ul."" - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-515-3;Wieloznaczność;High;Wieloznaczność - Tomaszów Mazowiecki: 'górna' bez cechy - wymaga wyboru;górna;;Tomaszów Mazowiecki;;ul. górna;;Tomaszów Mazowiecki;97-200;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-515-4;Wieloznaczność;High;Wieloznaczność - Tomaszów Mazowiecki: 'górna' bez cechy, kod 97-200;górna;;Tomaszów Mazowiecki;97-200;ul. górna;;Tomaszów Mazowiecki;97-200;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-515-5;Wieloznaczność;High;Wieloznaczność - Tomaszów Mazowiecki: 'górna' bez cechy, kod 00-200;górna;;Tomaszów Mazowiecki;00-200;ul. górna;;Tomaszów Mazowiecki;97-200;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-516-1;Wieloznaczność;High;"Wieloznaczność os. vs ul. - Tomaszów Mazowiecki: ""Hubala""";ul. Hubala;;Tomaszów Mazowiecki;97-200;os. Hubala;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;"W Tomaszów Mazowiecki ""Hubala"" występuje jako ""os."" i ""ul."" - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-516-2;Wieloznaczność;High;"Wieloznaczność os. vs ul. - Tomaszów Mazowiecki: ""Hubala""";ul. Hubala;;Tomaszów Mazowiecki;97-200;os. Hubala;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;"W Tomaszów Mazowiecki ""Hubala"" występuje jako ""os."" i ""ul."" - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-516-3;Wieloznaczność;High;Wieloznaczność - Tomaszów Mazowiecki: 'hubala' bez cechy - wymaga wyboru;hubala;;Tomaszów Mazowiecki;;ul. hubala;;Tomaszów Mazowiecki;97-200;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-516-4;Wieloznaczność;High;Wieloznaczność - Tomaszów Mazowiecki: 'hubala' bez cechy, kod 97-200;hubala;;Tomaszów Mazowiecki;97-200;ul. hubala;;Tomaszów Mazowiecki;97-200;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-516-5;Wieloznaczność;High;Wieloznaczność - Tomaszów Mazowiecki: 'hubala' bez cechy, kod 00-200;hubala;;Tomaszów Mazowiecki;00-200;ul. hubala;;Tomaszów Mazowiecki;97-200;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-517-1;Wieloznaczność;High;"Wieloznaczność os. vs ul. - Tomaszów Mazowiecki: ""Strzelecka""";ul. Strzelecka;;Tomaszów Mazowiecki;97-200;os. Strzelecka;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;"W Tomaszów Mazowiecki ""Strzelecka"" występuje jako ""os."" i ""ul."" - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-517-2;Wieloznaczność;High;"Wieloznaczność os. vs ul. - Tomaszów Mazowiecki: ""Strzelecka""";ul. Strzelecka;;Tomaszów Mazowiecki;97-200;os. Strzelecka;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;"W Tomaszów Mazowiecki ""Strzelecka"" występuje jako ""os."" i ""ul."" - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-517-3;Wieloznaczność;High;Wieloznaczność - Tomaszów Mazowiecki: 'strzelecka' bez cechy - wymaga wyboru;strzelecka;;Tomaszów Mazowiecki;;ul. strzelecka;;Tomaszów Mazowiecki;97-200;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-517-4;Wieloznaczność;High;Wieloznaczność - Tomaszów Mazowiecki: 'strzelecka' bez cechy, kod 97-200;strzelecka;;Tomaszów Mazowiecki;97-200;ul. strzelecka;;Tomaszów Mazowiecki;97-200;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-517-5;Wieloznaczność;High;Wieloznaczność - Tomaszów Mazowiecki: 'strzelecka' bez cechy, kod 00-200;strzelecka;;Tomaszów Mazowiecki;00-200;ul. strzelecka;;Tomaszów Mazowiecki;97-200;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-518-1;Wieloznaczność;High;"Wieloznaczność os. vs ul. - Tomaszów Mazowiecki: ""Zapiecek""";ul. Zapiecek;;Tomaszów Mazowiecki;97-200;os. Zapiecek;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;"W Tomaszów Mazowiecki ""Zapiecek"" występuje jako ""os."" i ""ul."" - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-518-2;Wieloznaczność;High;"Wieloznaczność os. vs ul. - Tomaszów Mazowiecki: ""Zapiecek""";ul. Zapiecek;;Tomaszów Mazowiecki;97-200;os. Zapiecek;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;"W Tomaszów Mazowiecki ""Zapiecek"" występuje jako ""os."" i ""ul."" - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-518-3;Wieloznaczność;High;Wieloznaczność - Tomaszów Mazowiecki: 'zapiecek' bez cechy - wymaga wyboru;zapiecek;;Tomaszów Mazowiecki;;ul. zapiecek;;Tomaszów Mazowiecki;97-200;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-518-4;Wieloznaczność;High;Wieloznaczność - Tomaszów Mazowiecki: 'zapiecek' bez cechy, kod 97-200;zapiecek;;Tomaszów Mazowiecki;97-200;ul. zapiecek;;Tomaszów Mazowiecki;97-200;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-518-5;Wieloznaczność;High;Wieloznaczność - Tomaszów Mazowiecki: 'zapiecek' bez cechy, kod 00-200;zapiecek;;Tomaszów Mazowiecki;00-200;ul. zapiecek;;Tomaszów Mazowiecki;97-200;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-519-1;Wieloznaczność;High;"Wieloznaczność os. vs ul. - Tomaszów Mazowiecki: ""Kanonierów""";ul. Kanonierów;;Tomaszów Mazowiecki;97-200;os. Kanonierów;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;"W Tomaszów Mazowiecki ""Kanonierów"" występuje jako ""os."" i ""ul."" - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-519-2;Wieloznaczność;High;"Wieloznaczność os. vs ul. - Tomaszów Mazowiecki: ""Kanonierów""";ul. Kanonierów;;Tomaszów Mazowiecki;97-200;os. Kanonierów;;Tomaszów Mazowiecki;97-200;ŁÓDZKIE;tomaszowski;Tomaszów Mazowiecki;<0.7;<0.7;<0.7;<0.7;"W Tomaszów Mazowiecki ""Kanonierów"" występuje jako ""os."" i ""ul."" - wymaga wyboru";RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-519-3;Wieloznaczność;High;Wieloznaczność - Tomaszów Mazowiecki: 'kanonierów' bez cechy - wymaga wyboru;kanonierów;;Tomaszów Mazowiecki;;ul. kanonierów;;Tomaszów Mazowiecki;97-200;;;;<0.5;<0.5;<0.5;<0.5;Podano nazwę bez cechy - system powinien zwrócić wieloznaczność lub wybrać jeden z wariantów;RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-519-4;Wieloznaczność;High;Wieloznaczność - Tomaszów Mazowiecki: 'kanonierów' bez cechy, kod 97-200;kanonierów;;Tomaszów Mazowiecki;97-200;ul. kanonierów;;Tomaszów Mazowiecki;97-200;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
TC-519-5;Wieloznaczność;High;Wieloznaczność - Tomaszów Mazowiecki: 'kanonierów' bez cechy, kod 00-200;kanonierów;;Tomaszów Mazowiecki;00-200;ul. kanonierów;;Tomaszów Mazowiecki;97-200;;;;<0.7;>0.9;>0.9;<0.7;Podano nazwę bez cechy z kodem pocztowym - kod może pomóc rozwiązać wieloznaczność;RYZYKO: Może przypisać do niewłaściwej cechy jeśli kod pasuje do os.
